timestamp,tweet_text,username,all_hashtags,followers_count
2022-06-13 16:30:10+00:00,"b'.@SinopecNews has completed the construction of China\xe2\x80\x99s first megaton #CCUS project, the Qilu-Shengli Oilfield CCUS. The plant will reduce carbon emissions by 1 million tons per year. Read more here: https://t.co/numVVj9i9h  #esgreview #esgreporting #energynews #esg #carbon https://t.co/cJqME0OM8J'",b'ESG_Review_',"['CCUS', 'esgreview', 'esgreporting', 'energynews', 'esg', 'carbon']",37
2022-06-13 16:24:36+00:00,b'UK close to deal with EDF to keep coal-fired power station open https://t.co/FCs9wYKOHJ #carbon-based #feedly',b'britho',"['carbon', 'feedly']",759
2022-06-13 16:19:45+00:00,b'REC Silicon and Ferroglobe announce MOU for raw material supplies to reduce carbon in US solar supply chain -  https://t.co/yem5dGuUz0 - #energy #solar #carbon',b'SmCapStrategist',"['energy', 'solar', 'carbon']",3666
2022-06-13 16:16:49+00:00,b'Find out which countries have joined the push for zero carbon emissions in shipping by 2050.  International Maritime Organization #carbon #shipping  https://t.co/sOrFsZbCMQ',b'EricMartinTW',"['carbon', 'shipping']",1622
2022-06-13 16:16:14+00:00,"b'Wow, your #carbon footprint may be actually killing people now, #SADS ! https://t.co/ejyqRkqo6x'",b'Fredgoodbar',"['carbon', 'SADS']",7
2022-06-13 16:09:59+00:00,"b'The potential for #carbon markets and #pricing to reshape #global #shipping, as well as the impact of the emerging #hydrogen and #carbon #valuechains, are explored in-depth in the latest support for the industry\xe2\x80\x99s #decarbonization ambitions from @ABSeagle: https://t.co/HXFqbsEvzM https://t.co/eVNAZ5Rrt6'",b'saferenergy',"['carbon', 'pricing', 'global', 'shipping', 'hydrogen', 'carbon', 'valuechains', 'decarbonization']",854
2022-06-13 16:05:16+00:00,"b'The potential for #carbon markets + #pricing to reshape global #shipping, as well as the impact of the emerging #hydrogen + #carbon value chains, are explored in-depth in the latest support for the industry\xe2\x80\x99s #decarbonization ambitions from @ABSeagle: https://t.co/92GBHheUUB https://t.co/ZhGUc8PDVc'",b'knights_mpr',"['carbon', 'pricing', 'shipping', 'hydrogen', 'carbon', 'decarbonization']",106
2022-06-13 16:00:19+00:00,"b'More than a third of the world\xe2\x80\x99s largest public companies, along with countries representing most of the world\xe2\x80\x99s economy, now have targets to reduce their net #greenhousegas #emissions to zero.  #carbon #fossilfuels #climatechange #carbonneutrality https://t.co/ozJqAycEwd'",b'SfLtd',"['greenhousegas', 'emissions', 'carbon', 'fossilfuels', 'climatechange', 'carbonneutrality']",364
2022-06-13 16:00:07+00:00,b'City of #London sets out new #planning guidance to tackle embodied #carbon https://t.co/udJaiQmitr',b'aardvarknsefce',"['London', 'planning', 'carbon']",3665
2022-06-13 16:00:06+00:00,"b'China\xe2\x80\x99s Geortek has applied high-strength carbon fiber to the temples of AR glasses  Goertek, collaborated with @QCOMResearch to unveil the new wireless AR  smart viewer reference design  &gt;&gt; https://t.co/YWUbf8KVzA  #jecgroup #composites #innovation #glasses #carbon'",b'JECComposites',"['jecgroup', 'composites', 'innovation', 'glasses', 'carbon']",7439
2022-06-13 15:53:16+00:00,"b'LanzaTech says it has found a way to produce a key ingredient of plastic (MEG) from carbon emissions captured at steel mills or gasified waste biomass plants, using specially-engineered carbon-eating bacterium #science #research #carbon https://t.co/1DdlQYSBxL'",b'tcemagazine',"['science', 'research', 'carbon']",12363
2022-06-13 15:52:57+00:00,"b'Want to know more about wildfires and work done to keep communities safe? Follow our new series, starting with #CommunityResilience in the face of #Wildfires through various fuel and forest management techniques https://t.co/0RJ96cKTTr   #climatechange #carbon  #inthespotlight https://t.co/mNVrSOi5Vc'",b'FPInnovations',"['CommunityResilience', 'Wildfires', 'climatechange', 'carbon', 'inthespotlight']",4709
2022-06-13 15:49:05+00:00,"b'The 2022 GreenBiz Group 30 Under 30 2022 - making a #sustainable impact on fields as diverse as banking, #fashion, #food, transportation, #venturecapital and waste management.  https://t.co/5PLwV1GulB  #carbon #water #waterscarcity #carbon #carbonemissions #carbonneutral https://t.co/s4OtO6vHgv'",b'bluerloop',"['sustainable', 'fashion', 'food', 'venturecapital', 'carbon', 'water', 'waterscarcity', 'carbon', 'carbonemissions', 'carbonneutral']",0
2022-06-13 15:44:02+00:00,"b""#Carbon sinks like ocean, forests, &amp; soil play a key role in storing carbon &amp; keeping the Earth's #climate stable. But due to human-based activities, these natural carbon sinks are now under threat.   Read more: @ClientEarth https://t.co/KgztCCcrRm   #CO2 #ClimateActionNow https://t.co/UsYUugM7nI""",b'ClimateArea',"['Carbon', 'climate', 'CO2', 'ClimateActionNow']",145
2022-06-13 15:42:02+00:00,"b'#UKA DEC-22 settled today at 81,20 \xc2\xa3/tonne with a daily trading range of 80,55-81,50 \xc2\xa3/tonne.  #aithergroup #uk #carbon #eu #euets #aviation #carbonmarkets'",b'AitherGroup',"['UKA', 'aithergroup', 'uk', 'carbon', 'eu', 'euets', 'aviation', 'carbonmarkets']",266
2022-06-13 15:36:17+00:00,"b'Today, the world\xe2\x80\x99s major environmental concern is the uncontrolled emission of #carbon. Governments across the globe have established carbon markets, where emissions (or emissions reductions) can be exchanged from one entity to another: https://t.co/kDZYX0DnzF https://t.co/jydAJjeuxV'",b'Market_Reports',['carbon'],741
2022-06-13 15:35:20+00:00,b'Opening up #Markets.  Small steps lead to Big Leaps! West #Kelowna Lumber Mill adding 24 acres of #Vineyards and will be using $VERT St-Onge #Wollastonite for #Fertilizer and #Carbon #Sequestration Read Here: https://t.co/2uA5wqe3e0',b'Vertxinc',"['Markets', 'Kelowna', 'Vineyards', 'Wollastonite', 'Fertilizer', 'Carbon', 'Sequestration']",195
2022-06-13 15:29:09+00:00,"b""@TrackEVs @fairchargeuk The current UK's #electricity generation mix from region to region can be found on https://t.co/tz3xSQXhH9  Here's the region's with the lowest and highest #carbon intensity mix right now... https://t.co/xpsYfZjtGo""",b'puddletash',"['electricity', 'carbon']",147
2022-06-13 15:16:34+00:00,"b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8#LNG exports reach record levels \xf0\x9f\x98\xa1!   Due to #carbon-lock-ins, this mass of new projects will have devastating long-term impacts on #climate &amp; human health.  As our study shows, #LNG even has a 30% higher #carbon \xf0\x9f\x91\xa3 than #coal \xf0\x9f\x91\x89https://t.co/ou1PE25CZN  https://t.co/RJpZZgeVBz'",b'EWGnetwork',"['LNG', 'carbon', 'climate', 'LNG', 'carbon', 'coal']",3495
2022-06-13 15:12:06+00:00,"b'C$23.74 - #FreeShipping | Here&amp;#39;s a deal that&amp;#39;s going to make your summer fun!  10 Pack Smoke Fume Absorber Filter, Activated #Kulannder       \xf0\x9f\x91\x89 https://t.co/1oSISYmzre       #sharious  #canadianbestseller  #canada #usa #product #Absorber  #Carbon . https://t.co/8t6zlNuQNR'",b'kanadianbest',"['FreeShipping', 'Kulannder', 'sharious', 'canadianbestseller', 'canada', 'usa', 'product', 'Absorber', 'Carbon']",676
2022-06-13 15:07:46+00:00,b'#Carbon-dioxide levels in the atmosphere hit another new record \xf0\x9f\x93\x8a #DataScience \xf0\x9f\xa7\xae #DataVisualization #DataAnalytics #DataFam https://t.co/ezr3w6EhC0',b'Rahul_B',"['Carbon', 'DataScience', 'DataVisualization', 'DataAnalytics', 'DataFam']",273
2022-06-13 15:00:25+00:00,b'2020 Greenhouse Gas #Emissions Target overshot by the European Union   - #ClimateChange - #carbon - #EmissionReductions - Via @WonderfulEngr   https://t.co/Mq49nV7Yon',b'climatePDForum',"['Emissions', 'ClimateChange', 'carbon', 'EmissionReductions']",435
2022-06-13 14:56:27+00:00,"b'@NancySinatra @Allbirds Much #sustainability focus on contributors like utilities \xf0\x9f\x94\x8ctransportation \xf0\x9f\x9a\x97 &amp; built environment \xf0\x9f\x8f\xa6, but my small &amp; personal choices have an impact every day\xe2\x80\xa6   A #shoe \xf0\x9f\x91\x9e I wear impacts both my walking &amp; #carbon footprint\xe2\x80\xa6  7/8'",b'edwardwagoner',"['sustainability', 'shoe', 'carbon']",176
2022-06-13 14:53:45+00:00,b'\xe2\x80\x9cThe EU agreed to sell \xe2\x82\xac20B of #carbon #emissions\xe2\x80\xa6 to help countries adjust to non-#Russian #oil\xe2\x80\xa6 allocated through the Recovery and Resilience Facility\xe2\x80\xa6 set up in response to #COVID19 [which] disproportionately favours southern member states rather than the eastern ones\xe2\x80\xa6\xe2\x80\x9d\xf0\x9f\xa4\x94',b'MAAWLAW',"['carbon', 'emissions', 'Russian', 'oil', 'COVID19']",4871
2022-06-13 14:50:26+00:00,b'@blockchainchick #Common #sense tells me regulation #carbon #crypto will soon become #regulated it will be the #low #power #consumption #coin that will #explode \xf0\x9f\xa4\xaf #invest #accordingly . #Litecoin #dogecoin #Ethereum #proofofstake',b'LeBronDaniel9',"['Common', 'sense', 'carbon', 'crypto', 'regulated', 'low', 'power', 'consumption', 'coin', 'explode', 'invest', 'accordingly', 'Litecoin', 'dogecoin', 'Ethereum', 'proofofstake']",16
2022-06-13 14:41:23+00:00,b'A new partnership between @EconicTech and chinese polyol and polyurethanes producer #Changhua Chemical Technology Company aims to grow CO2-based #polyurethanes market in China.  #CO2 #carbon #industrynews #plastics #rawmaterials https://t.co/dCJP1q0FyN',b'IndustryEurope',"['Changhua', 'polyurethanes', 'CO2', 'carbon', 'industrynews', 'plastics', 'rawmaterials']",1690
2022-06-13 14:30:04+00:00,b'Are you carbon focused? Farm businesses that chose to \xe2\x80\x98get ahead\xe2\x80\x99 and conduct a farm carbon audit sooner rather than later could benefit when it comes to accessing future farm support schemes.   https://t.co/VlHJnJG8Tr  #Carbon',b'FarmersGuardian',['Carbon'],64602
2022-06-13 14:25:16+00:00,b'Great opportunity to join our project partners in @UL on the @SAOLWood project focused on minimising the #carbon footprint of construction in Ireland through the use of sustainable #timber #Solutions  @Build_in_Wood @woodconnect_ @CostActionHELEN @RyanInstitute @EUgreenresearch https://t.co/POBQbbwcts',b'ConanOCeallaigh',"['carbon', 'timber', 'Solutions']",413
